Name,Class,Joined,Job,TicketCost,Age,Gender,Survived,Department
"O'CONNELL, Mr Patrick Denis",3rd Class Passenger,Queenstown,General Labourer,7.733333333,17,Male,FALSE,
"O'CONNOR, Mr Maurice",3rd Class Passenger,Queenstown,General Labourer,7.75,16,Male,FALSE,
"O'CONNOR, Mr Patrick",3rd Class Passenger,Queenstown,Farmer,7.75,23,Male,FALSE,
"O'DWYER, Miss Ellen",3rd Class Passenger,Queenstown,,7.879166667,25,Female,TRUE,
"O'KEEFE, Mr Patrick",3rd Class Passenger,Queenstown,Farm Labourer,7.75,21,Male,TRUE,
"O'LEARY, Miss Hanora ""Nora""",3rd Class Passenger,Queenstown,,7.829166667,16,Female,TRUE,
"O'SULLIVAN, Miss Bridget Mary",3rd Class Passenger,Queenstown,,7.629166667,21,Female,FALSE,
"OLSEN, Mr Karl Siegwart Andreas",3rd Class Passenger,Southampton,General Labourer,8.404166667,42,Male,FALSE,
"OLSEN, Master Artur Karl",3rd Class Passenger,Southampton,,3.170833333,9,Male,TRUE,
"OLSEN, Mr Henry Margido",3rd Class Passenger,Southampton,Engineer,22.525,28,Male,FALSE,
"OLSEN, Mr Ole Martin",3rd Class Passenger,Southampton,General Labourer,7.3125,27,Male,FALSE,
"OLSSON, Mr Oscar Wilhelm",3rd Class Passenger,Southampton,,7.775,32,Male,TRUE,
"OLSSON, Mr Nils Johan Gýransson",3rd Class Passenger,Southampton,,7.854166667,28,Male,FALSE,
"OLSSON, Miss Elina",3rd Class Passenger,Southampton,,7.854166667,31,Female,FALSE,
"OLSVIGEN, Mr Thor Anderson",3rd Class Passenger,Southampton,Salesman,9.225,20,Male,FALSE,
"ORESKOVIC, Mr Luka",3rd Class Passenger,Southampton,Farmer,8.6625,20,Male,FALSE,
"ORESKOVIC, Miss Jelka",3rd Class Passenger,Southampton,Farmer,8.6625,23,Female,FALSE,
"ORESKOVIC, Miss Marija",3rd Class Passenger,Southampton,Farm Labourer,8.6625,20,Female,FALSE,
"OSýN, Mr Olaf Elon",3rd Class Passenger,Southampton,Farm Labourer,9.216666667,16,Male,FALSE,
"PANULA, Mrs Maija Emelia Abrahamintytar",3rd Class Passenger,Southampton,,39.6875,41,Female,FALSE,
"PANULA, Master Jaako Arnold",3rd Class Passenger,Southampton,General Labourer,39.6875,14,Male,FALSE,
"PANULA, Mr Ernesti Arvid",3rd Class Passenger,Southampton,General Labourer,39.6875,16,Male,FALSE,
"PANULA, Master Juha Niilo",3rd Class Passenger,Southampton,,39.6875,7,Male,FALSE,
"PANULA, Master Urho Abraham",3rd Class Passenger,Southampton,,39.6875,2,Male,FALSE,
"PANULA, Master Eino Viljam",3rd Class Passenger,Southampton,,39.6875,1,Male,FALSE,
"PASIC, Mr Jakob",3rd Class Passenger,Southampton,Farmer,8.6625,21,Male,FALSE,
"PATCHETT, Mr George",3rd Class Passenger,Southampton,Shoemaker,14.5,19,Male,FALSE,
"PAVLOVIC, Mr Stefo",3rd Class Passenger,Southampton,General Labourer,7.895833333,32,Male,FALSE,
"PýLSSON, Mrs Alma Cornelia",3rd Class Passenger,Southampton,Housewife,21.075,29,Female,FALSE,
"PýLSSON, Master Gýsta Leonard",3rd Class Passenger,Southampton,,21.075,2,Male,FALSE,
"PýLSSON, Master Paul Folke",3rd Class Passenger,Southampton,,21.075,6,Male,FALSE,
"PýLSSON, Miss Stina Viola",3rd Class Passenger,Southampton,,21.075,3,Female,FALSE,
"PýLSSON, Miss Torborg Danira",3rd Class Passenger,Southampton,,21.075,8,Female,FALSE,
"PEACOCK, Mrs Edith",3rd Class Passenger,Southampton,,13.775,26,Female,FALSE,
"PEACOCK, Master Albert Edward",3rd Class Passenger,Southampton,,13.775,0.583333333,Male,FALSE,
"PEACOCK, Miss Treasteall",3rd Class Passenger,Southampton,,13.775,3,Female,FALSE,
"PEARCE, Mr Ernest",3rd Class Passenger,Southampton,Farmer,7,32,Male,FALSE,
"PEDERSEN, Mr Olaf",3rd Class Passenger,Southampton,General Labourer,7.775,28,Male,FALSE,
"PEDUZZI, Mr Giuseppe",3rd Class Passenger,Southampton,Waiter,8.05,24,Male,FALSE,
"PEKONIEMI, Mr Edvard",3rd Class Passenger,Southampton,General Labourer,7.925,21,Male,FALSE,
"PELTOMýKI, Mr Nikolai Johannes",3rd Class Passenger,Southampton,General Labourer,7.925,25,Male,FALSE,
"PERKIN, Mr John Henry",3rd Class Passenger,Southampton,Farmer,7.25,22,Male,FALSE,
"PERSSON, Mr Ernst Ulrik",3rd Class Passenger,Southampton,Chauffeur,7.775,25,Male,TRUE,
"PETER / JOSEPH, Mrs Catherine",3rd Class Passenger,Cherbourg,,22.35833333,24,Female,TRUE,
"PETER / JOSEPH, Master Michael J. (""Michael Joseph"")",3rd Class Passenger,Cherbourg,,22.35833333,4,Male,TRUE,
"PETER / JOSEPH, Miss Anna (""Mary Joseph"")",3rd Class Passenger,Cherbourg,,22.35833333,2,Female,TRUE,
"PETERS, Miss Catherine",3rd Class Passenger,Queenstown,,8.1375,26,Female,FALSE,
"PETERSEN, Mr Marius",3rd Class Passenger,Southampton,Dairy Worker,8.05,24,Male,FALSE,
"PETRANEC, Miss Matilda",3rd Class Passenger,Southampton,Servant,7.895833333,28,Female,FALSE,
"PETROFF, Mr Nedialco",3rd Class Passenger,Southampton,General Labourer,7.895833333,19,Male,FALSE,
"PETROFF, Mr Pastcho",3rd Class Passenger,Southampton,General Labourer,7.895833333,29,Male,FALSE,
"PETTERSSON, Mr Johan Emil",3rd Class Passenger,Southampton,General Labourer,7.775,25,Male,FALSE,
"PETTERSSON, Miss Elin Natalia",3rd Class Passenger,Southampton,,7.775,18,Female,FALSE,
"PICARD, Mr Benoýt",3rd Class Passenger,Southampton,Leather Worker,8.05,32,Male,TRUE,
"PLOTCHARSKY, Mr Vasil",3rd Class Passenger,Southampton,General Labourer,7.895833333,27,Male,FALSE,
"POKRNIC, Mr Mate",3rd Class Passenger,Southampton,,8.6625,17,Male,FALSE,
"POKRNIC, Mr Tome",3rd Class Passenger,Southampton,,8.6625,24,Male,FALSE,
"PULNER, Mr Uscher",3rd Class Passenger,Cherbourg,,8.7125,16,Male,FALSE,
"RADEFF, Mr Alexander",3rd Class Passenger,Southampton,General Labourer,7.895833333,27,Male,FALSE,
"RASMUSSEN, Mrs Lena Jakobsen",3rd Class Passenger,Southampton,,8.1125,63,Female,FALSE,
"RAZI, Mr Raihed",3rd Class Passenger,Cherbourg,,7.229166667,30,Male,FALSE,
"REED, Mr James George",3rd Class Passenger,Southampton,Butcher,7.25,19,Male,FALSE,
"REKIC, Mr Tido",3rd Class Passenger,Southampton,General Labourer,7.895833333,38,Male,FALSE,
"REYNOLDS, Mr Harold",3rd Class Passenger,Southampton,Baker,8.05,21,Male,FALSE,
"RICE, Mrs Margaret",3rd Class Passenger,Queenstown,Housekeeper,29.125,39,Female,FALSE,
"RICE, Master Albert",3rd Class Passenger,Queenstown,,29.125,10,Male,FALSE,
"RICE, Master George Hugh",3rd Class Passenger,Queenstown,,29.125,8,Male,FALSE,
"RICE, Master Eric",3rd Class Passenger,Queenstown,,29.125,7,Male,FALSE,
"RICE, Master Arthur",3rd Class Passenger,Queenstown,,29.125,4,Male,FALSE,
"RICE, Master Eugene Francis",3rd Class Passenger,Queenstown,,29.125,2,Male,FALSE,
"RIIHIVUORI, Miss Susanna Juhantytýr",3rd Class Passenger,Southampton,,39.6875,22,Female,FALSE,
"RINTAMýKI, Mr Matti",3rd Class Passenger,Southampton,General Labourer,7.125,35,Male,FALSE,
"RIORDAN, Miss Hannah",3rd Class Passenger,Queenstown,,7.720833333,18,Female,TRUE,
"RISIEN, Mr Samuel Beard",3rd Class Passenger,Southampton,Hotelier,14.5,69,Male,FALSE,
"RISIEN, Mrs Emma Jane",3rd Class Passenger,Southampton,,14.5,58,Female,FALSE,
"ROBINS, Mr Alexander A.",3rd Class Passenger,Southampton,Mason,14.5,50,Male,FALSE,
"ROBINS, Mrs Charity",3rd Class Passenger,Southampton,,14.5,47,Female,FALSE,
"ROGERS, Mr William John",3rd Class Passenger,Southampton,Miner,8.05,29,Male,FALSE,
"ROMMETVEDT, Mr Knud Paust",3rd Class Passenger,Southampton,Tailor,7.775,49,Male,FALSE,
"ROSBLOM, Mrs Helena Wilhelmina",3rd Class Passenger,Southampton,,20.2125,41,Female,FALSE,
"ROSBLOM, Miss Salli Helena",3rd Class Passenger,Southampton,,20.2125,2,Female,FALSE,
"ROSBLOM, Mr Viktor Richard",3rd Class Passenger,Southampton,General Labourer,20.2125,18,Male,FALSE,
"ROTH, Miss Sarah",3rd Class Passenger,Southampton,Tailor,8.05,31,Female,TRUE,
"ROUSE, Mr Richard Henry",3rd Class Passenger,Southampton,Farm Labourer,8.05,53,Male,FALSE,
"RUSH, Mr Alfred George John",3rd Class Passenger,Southampton,Porter,8.05,17,Male,FALSE,
"RYAN, Mr Patrick",3rd Class Passenger,Queenstown,General Labourer,24.15,30,Male,FALSE,
"RYAN, Mr Edward",3rd Class Passenger,Queenstown,General Labourer,7.75,24,Male,TRUE,
"SAAD, Mr Amin",3rd Class Passenger,Cherbourg,Farm Labourer,7.229166667,30,Male,FALSE,
"SAAD, Mr Khalil",3rd Class Passenger,Cherbourg,Farm Labourer,7.225,27,Male,FALSE,
"SADLIER, Mr Matthew",3rd Class Passenger,Queenstown,Farm Labourer,7.729166667,18,Male,FALSE,
"SADOWITZ, Mr Henry",3rd Class Passenger,Southampton,Fur Cutter,7.591666667,17,Male,FALSE,
"SAGE, Mr John George",3rd Class Passenger,Southampton,Tradesman,69.55,44,Male,FALSE,
"SAGE, Mrs Annie Elizabeth",3rd Class Passenger,Southampton,,69.55,44,Female,FALSE,
"SAGE, Miss Stella Anne",3rd Class Passenger,Southampton,Dressmaker / Couturi?re,69.55,20,Female,FALSE,
"SAGE, Mr George John",3rd Class Passenger,Southampton,Barman,69.55,19,Male,FALSE,
"SAGE, Mr Douglas Bullen",3rd Class Passenger,Southampton,Baker,69.55,18,Male,FALSE,
"SAGE, Mr Frederick",3rd Class Passenger,Southampton,Cook,69.55,16,Male,FALSE,
"SAGE, Miss Dorothy",3rd Class Passenger,Southampton,Scholar,69.55,14,Female,FALSE,
"SAGE, Master Anthony William",3rd Class Passenger,Southampton,,69.55,12,Male,FALSE,
"SAGE, Miss Elizabeth Ada",3rd Class Passenger,Southampton,,69.55,10,Female,FALSE,
"SAGE, Miss Constance Gladys",3rd Class Passenger,Southampton,,69.55,7,Female,FALSE,
"SAGE, Master Thomas Henry",3rd Class Passenger,Southampton,,69.55,4,Male,FALSE,
"SALANDER, Mr Karl Johan",3rd Class Passenger,Southampton,General Labourer,9.325,24,Male,FALSE,
"SALKJELSVIK, Miss Anna Kristine",3rd Class Passenger,Southampton,,7.65,21,Female,TRUE,
"SALONEN, Mr Johan Werner",3rd Class Passenger,Southampton,General Labourer,7.925,29,Male,FALSE,
"SAMAAN, Mr Hanna Elias",3rd Class Passenger,Cherbourg,General Labourer,21.67916667,40,Male,FALSE,
"SAMAAN, Mr Elias",3rd Class Passenger,Cherbourg,General Labourer,21.67916667,17,Male,FALSE,
"SAMAAN, Mr Youssef",3rd Class Passenger,Cherbourg,General Labourer,21.67916667,16,Male,FALSE,
"SANDSTRýM, Mrs Agnes Charlotta",3rd Class Passenger,Southampton,,16.7,24,Female,TRUE,
"SANDSTRýM, Miss Beatrice Irene",3rd Class Passenger,Southampton,,16.7,1,Female,TRUE,
"SANDSTRýM, Miss Marguerite Rut",3rd Class Passenger,Southampton,,16.7,4,Female,TRUE,
"SAP, Mr Julius (""Jules _"")",3rd Class Passenger,Southampton,,9.5,21,Male,TRUE,
"SAUNDERCOCK, Mr William Henry",3rd Class Passenger,Southampton,Miner,8.05,19,Male,FALSE,
"SAWYER, Mr Frederick Charles",3rd Class Passenger,Southampton,Gardener,8.05,33,Male,FALSE,
"SýTHER, Mr Simon Sivertsen",3rd Class Passenger,Southampton,Miner,7.25,43,Male,FALSE,
"SýHOLT, Mr Peter Andreas Lauritz Andersen",3rd Class Passenger,Southampton,Carpenter / Joiner,7.65,19,Male,FALSE,
"SCANLAN, Mr James",3rd Class Passenger,Queenstown,,7.725,22,Male,FALSE,
"SCHEERLINCK, Mr Jean",3rd Class Passenger,Southampton,,9.5,29,Male,TRUE,
"SDYCOFF, Mr Todor",3rd Class Passenger,Southampton,,7.895833333,42,Male,FALSE,
"SEMAN, Master Betros",3rd Class Passenger,Cherbourg,,4.15,10,Male,FALSE,
"SHANNON, Mr Andrew John",3rd Class Passenger,Southampton,Seaman,0,36,Male,FALSE,
"SHAUGHNESSY, Mr Patrick",3rd Class Passenger,Queenstown,Farm Labourer,7.75,24,Male,FALSE,
"SHEDID, Mr Daher",3rd Class Passenger,Cherbourg,,7.225,19,Male,FALSE,
"SHELLARD, Mr Frederick William Blainey",3rd Class Passenger,Southampton,Painter & Decorator,15.1,55,Male,FALSE,
"SHIH?B, Mr Al-Am?r F?ris",3rd Class Passenger,Cherbourg,General Labourer,7.225,29,Male,FALSE,
"SHINE, Miss Ellen",3rd Class Passenger,Queenstown,,7.829166667,20,Female,TRUE,
"SHORNEY, Mr Charles Joseph",3rd Class Passenger,Southampton,Valet,8.05,22,Male,FALSE,
"SIMMONS, Mr John",3rd Class Passenger,Southampton,General Labourer,8.05,40,Male,FALSE,
"SIRAYANIAN, Mr Orsen",3rd Class Passenger,Cherbourg,Farmer,7.229166667,22,Male,FALSE,
"SIROTA, Mr Morris",3rd Class Passenger,Southampton,Tailor,8.05,20,Male,FALSE,
"SIVIC, Mr Husein",3rd Class Passenger,Southampton,General Labourer,7.895833333,40,Male,FALSE,
"SIVOLA, Mr Antti Wilhelm",3rd Class Passenger,Southampton,General Labourer,7.925,21,Male,FALSE,
"SJýBLOM, Miss Anna Sofia",3rd Class Passenger,Southampton,,6.495833333,18,Female,TRUE,
"SKOOG, Mr Wilhelm Johansson",3rd Class Passenger,Southampton,General Labourer,27.9,40,Male,FALSE,
"SKOOG, Mrs Anna Bernhardina",3rd Class Passenger,Southampton,,27.9,43,Female,FALSE,
"SKOOG, Master Karl Thorsten",3rd Class Passenger,Southampton,,27.9,11,Male,FALSE,
"SKOOG, Master Harald",3rd Class Passenger,Southampton,,27.9,5,Male,FALSE,
"SKOOG, Miss Mabel",3rd Class Passenger,Southampton,,27.9,9,Female,FALSE,
"SKOOG, Miss Margit Elizabeth",3rd Class Passenger,Southampton,,27.9,2,Female,FALSE,
"SLABENOFF, Mr Petco",3rd Class Passenger,Southampton,General Labourer,7.895833333,42,Male,FALSE,
"SLOCOVSKI, Mr Selman Francis",3rd Class Passenger,Southampton,Merchant,8.05,20,Male,FALSE,
"SMILJANIC, Mr Mile",3rd Class Passenger,Southampton,Farm Labourer,8.6625,37,Male,FALSE,
"SMYTH, Mr Thomas",3rd Class Passenger,Queenstown,,7.75,26,Male,FALSE,
"SMYTH, Miss Julia",3rd Class Passenger,Queenstown,,7.733333333,17,Female,TRUE,
"SOMERTON, Mr Francis William",3rd Class Passenger,Southampton,,8.05,30,Male,FALSE,
"SPECTOR, Mr Woolf",3rd Class Passenger,Southampton,General Labourer,8.05,23,Male,FALSE,
"SPINNER, Mr Henry John",3rd Class Passenger,Southampton,Glove Cutter,8.05,32,Male,FALSE,
"STANEFF, Mr Ivan",3rd Class Passenger,Southampton,General Labourer,7.895833333,23,Male,FALSE,
"STANKOVIC, Mr Ivan",3rd Class Passenger,Cherbourg,General Labourer,8.6875,33,Male,FALSE,
"STANLEY, Miss Amy Zillah Elsie",3rd Class Passenger,Southampton,Servant,7.55,24,Female,TRUE,
"STANLEY, Mr Edward Roland",3rd Class Passenger,Southampton,Porter,8.05,21,Male,FALSE,
"STOREY, Mr Thomas",3rd Class Passenger,Southampton,Seaman,0,51,Male,FALSE,
"STOYTCHEFF, Mr Ilia",3rd Class Passenger,Southampton,General Labourer,7.895833333,19,Male,FALSE,
"STRANDýN, Mr Juho Niilosson",3rd Class Passenger,Southampton,,7.925,31,Male,TRUE,
"STRANDBERG, Miss Ida Sofia",3rd Class Passenger,Southampton,,9.8375,22,Female,FALSE,
"STRýM, Mrs Elna Matilda",3rd Class Passenger,Southampton,,10.4625,29,Female,FALSE,
"STRýM, Miss Telma Matilda",3rd Class Passenger,Southampton,,10.4625,2,Female,FALSE,
"STRILIC, Mr Ivan",3rd Class Passenger,Southampton,Farmer,8.6625,27,Male,FALSE,
"SUNDERLAND, Mr Victor Francis",3rd Class Passenger,Southampton,Farmer,8.05,20,Male,TRUE,
"SUNDMAN, Mr Johan Julian",3rd Class Passenger,Southampton,,7.925,44,Male,TRUE,
"SUTEHALL, Mr Henry Jr",3rd Class Passenger,Southampton,Coach Trimmer,7.05,25,Male,FALSE,
"SVENSSON, Mr Olof",3rd Class Passenger,Southampton,Farmer,7.795833333,24,Male,FALSE,
"SVENSSON, Mr Johan",3rd Class Passenger,Southampton,,7.775,74,Male,FALSE,
"SVENSSON, Mr Johan Cervin",3rd Class Passenger,Southampton,,9.225,14,Male,TRUE,
"TANN?S, Mr Bash?r",3rd Class Passenger,Cherbourg,Dealer,6.4375,31,Male,FALSE,
"TANN?S, Mrs Tham?n",3rd Class Passenger,Cherbourg,,8.516666667,16,Female,TRUE,
"TANN?S, Master As'ad",3rd Class Passenger,Cherbourg,,8.516666667,0.416666667,Male,TRUE,
"TýRBER, Mr Ernst Wilhelm",3rd Class Passenger,Southampton,Florist,8.05,41,Male,FALSE,
"TýRNQUIST, Mr William Henry",3rd Class Passenger,Southampton,Seaman,0,25,Male,TRUE,
"TENGLIN, Mr Gunnar Isidor",3rd Class Passenger,Southampton,,7.795833333,25,Male,TRUE,
"THEOBALD, Mr Thomas Leonard",3rd Class Passenger,Southampton,Groom,8.05,34,Male,FALSE,
"THOMAS/TANNOUS, Mr Tannous",3rd Class Passenger,Cherbourg,Scholar,7.225,16,Male,FALSE,
"THOMAS/TANNOUS, Mr John",3rd Class Passenger,Cherbourg,Dealer,6.4375,34,Male,FALSE,
"THOMPSON, Mr Alexander Morrison",3rd Class Passenger,Southampton,Mason,8.05,36,Male,FALSE,
"THORNEYCROFT, Mr Percival",3rd Class Passenger,Southampton,General Labourer,16.1,36,Male,FALSE,
"THORNEYCROFT, Mrs Florence Kate",3rd Class Passenger,Southampton,,16.1,32,Female,TRUE,
"TIKKANEN, Mr Juho",3rd Class Passenger,Southampton,General Labourer,7.925,32,Male,FALSE,
"TOBIN, Mr Roger",3rd Class Passenger,Queenstown,Farmer,7.75,20,Male,FALSE,
"TODOROFF, Mr Lalio",3rd Class Passenger,Southampton,General Labourer,7.895833333,23,Male,FALSE,
"TOMLIN, Mr Ernest Portage",3rd Class Passenger,Southampton,Scholar,8.05,22,Male,FALSE,
"TORFA, Mr Assad",3rd Class Passenger,Cherbourg,Farm Labourer,7.229166667,20,Male,FALSE,
"TOTEVSKI, Mr Hristo Danchev",3rd Class Passenger,Southampton,General Labourer,7.895833333,25,Male,FALSE,
"TU'MAH, Mrs Hinnah",3rd Class Passenger,Cherbourg,,15.24583333,27,Female,TRUE,
"TU'MAH, Miss Mariyam",3rd Class Passenger,Cherbourg,,15.24583333,9,Female,TRUE,
"TU'MAH, Master Jirjis Y?suf",3rd Class Passenger,Cherbourg,,15.24583333,8,Male,TRUE,
"TURCIN, Mr Stjepan",3rd Class Passenger,Southampton,General Labourer,7.895833333,36,Male,FALSE,
"TURJA, Miss Anna Sofia",3rd Class Passenger,Southampton,,9.841666667,18,Female,TRUE,
"TURKULA, Mrs Hedwig",3rd Class Passenger,Southampton,,9.5875,63,Female,TRUE,
"VAN BILLIARD, Mr Austin Blyler",3rd Class Passenger,Southampton,,14.5,35,Male,FALSE,
"VAN BILLIARD, Master James William",3rd Class Passenger,Southampton,,14.5,10,Male,FALSE,
"VAN BILLIARD, Master Walter John",3rd Class Passenger,Southampton,,14.5,9,Male,FALSE,
"VAN DE VELDE, Mr Johannes Josef",3rd Class Passenger,Southampton,Farmer,9.5,35,Male,FALSE,
"VAN DEN STEEN, Mr Leo Peter",3rd Class Passenger,Southampton,Farmer,9.5,28,Male,FALSE,
"VAN IMPE, Mr Jean Baptiste",3rd Class Passenger,Southampton,Farmer,24.15,36,Male,FALSE,
"VAN IMPE, Mrs Rosalie Paula",3rd Class Passenger,Southampton,,24.15,30,Female,FALSE,
"VAN IMPE, Miss Catharina",3rd Class Passenger,Southampton,,24.15,10,Female,FALSE,
"VAN MELCKEBEKE, Mr Philemon",3rd Class Passenger,Southampton,Farmer,9.5,23,Male,FALSE,
"VANDERCRUYSSEN, Mr Victor",3rd Class Passenger,Southampton,Farmer,9,46,Male,FALSE,
"VANDERPLANCKE, Mr Julius",3rd Class Passenger,Southampton,Farmer,18,31,Male,FALSE,
"VANDERPLANCKE, Mrs Emelie Maria",3rd Class Passenger,Southampton,,18,31,Female,FALSE,
"VANDERPLANCKE, Miss Augusta Maria",3rd Class Passenger,Southampton,Servant,18,18,Female,FALSE,
"VANDERPLANCKE, Mr Leo Edmondus",3rd Class Passenger,Southampton,Farm Labourer,18,15,Male,FALSE,
"VANDEWALLE, Mr Nestor Cyriel",3rd Class Passenger,Southampton,Merchant,9.5,28,Male,FALSE,
"VARTANIAN, Mr David",3rd Class Passenger,Cherbourg,,7.225,22,Male,TRUE,
"VENDEL, Mr Olof Edvin",3rd Class Passenger,Southampton,General Labourer,7.854166667,20,Male,FALSE,
"VESTRýM, Miss Hulda Amanda Adolfina",3rd Class Passenger,Southampton,Servant,7.854166667,14,Female,FALSE,
"VOVK, Mr Janko",3rd Class Passenger,Southampton,General Labourer,7.895833333,21,Male,FALSE,
"WAELENS, Mr Achille",3rd Class Passenger,Southampton,Farm Labourer,9,22,Male,FALSE,
"WARE, Mr Frederick",3rd Class Passenger,Southampton,Motor Fitter,8.05,34,Male,FALSE,
"WARREN, Mr Charles William",3rd Class Passenger,Southampton,Bricklayer,7.55,30,Male,FALSE,
"WAZLI, Mr Yousif Ahmed",3rd Class Passenger,Cherbourg,Farmer,7.225,23,Male,FALSE,
"WEBBER, Mr James",3rd Class Passenger,Southampton,Miner,8.05,66,Male,FALSE,
"WENNERSTRýM, Mr August",3rd Class Passenger,Southampton,,7.795833333,27,Male,TRUE,
"WIDEGREN, Mr Carl Peter",3rd Class Passenger,Southampton,General Labourer,7.75,51,Male,FALSE,
"WIKLUND, Mr Karl Johan",3rd Class Passenger,Southampton,General Labourer,6.495833333,21,Male,FALSE,
"WIKLUND, Mr Jakob Alfred",3rd Class Passenger,Southampton,General Labourer,6.495833333,18,Male,FALSE,
"WILKES, Mrs Ellen",3rd Class Passenger,Southampton,,7,47,Female,TRUE,
"WILLER, Mr Aaron",3rd Class Passenger,Cherbourg,,8.7125,37,Male,FALSE,
"WILLEY, Mr Edward John",3rd Class Passenger,Southampton,Farm Labourer,7.55,18,Male,FALSE,
"WILLIAMS, Mr Howard Hugh",3rd Class Passenger,Southampton,Carman,8.05,28,Male,FALSE,
"WILLIAMS, Mr Leslie",3rd Class Passenger,Southampton,Pugilist,16.1,28,Male,FALSE,
"WINDELýV, Mr Einar",3rd Class Passenger,Southampton,Dairy Worker,7.25,21,Male,FALSE,
"WIRZ, Mr Albert",3rd Class Passenger,Southampton,Farmer,8.6625,27,Male,FALSE,
"WISEMAN, Mr Philippe",3rd Class Passenger,Southampton,Merchant,7.25,54,Male,FALSE,
"WITTEVRONGEL, Mr Camilius Aloysius",3rd Class Passenger,Southampton,Farmer,9.5,36,Male,FALSE,
"YASBECK, Mr Antoni",3rd Class Passenger,Cherbourg,General Labourer,14.45416667,27,Male,FALSE,
"YAZBECK, Mrs Selini",3rd Class Passenger,Cherbourg,,14.45416667,15,Female,TRUE,
"YOUSSEFF (ABI SAAB), Mr Gerios",3rd Class Passenger,Cherbourg,Shoemaker,7.225,26,Male,FALSE,
"YOUSSIFF (SAM'AAN), Mr Gerios",3rd Class Passenger,Cherbourg,,7.229166667,45,Male,FALSE,
"ZAKARIAN, Mr Ortin",3rd Class Passenger,Cherbourg,General Labourer,7.225,27,Male,FALSE,
"ZAKARIAN, Mr Mapriededer",3rd Class Passenger,Cherbourg,,7.225,22,Male,FALSE,
"ZENNI, Mr Philip",3rd Class Passenger,Cherbourg,General Labourer,7.225,22,Male,TRUE,
"ZIMMERMANN, Mr Leo",3rd Class Passenger,Southampton,Farmer,7.875,29,Male,FALSE,
"ANDERSON, Mr James",Crew,Southampton,Able Seaman,0,40,Male,TRUE,Deck
"ARCHER, Mr Ernest Edward",Crew,Southampton,Able Seaman,0,35,Male,TRUE,Deck
"BAILEY, Mr Henry Joseph",Crew,Southampton,Master-at-arms,0,43,Male,TRUE,Deck
"BOXHALL, Mr Joseph Groves",Crew,Belfast,4th. Officer,0,28,Male,TRUE,Officer
"BRADLEY, Mr T.",Crew,Southampton,Able Seaman,0,29,Male,FALSE,Deck
"BRICE, Mr Walter Thomas",Crew,Southampton,Able Seaman,0,42,Male,TRUE,Deck
"BRIGHT, Mr Arthur John",Crew,Belfast,Quartermaster,0,42,Male,TRUE,Deck
"BULEY, Mr Edward John",Crew,Southampton,Able Seaman,0,26,Male,TRUE,Deck
"CLENCH, Mr Frederick Charles",Crew,Southampton,Able Seaman,0,33,Male,TRUE,Deck
"CLENCH, Mr George James",Crew,Southampton,Able Seaman,0,31,Male,FALSE,Deck
"COUCH, Mr Frank",Crew,Southampton,Able Seaman,0,28,Male,FALSE,Deck
"DAVIS, Mr Stephen James",Crew,Southampton,Able Seaman,0,39,Male,FALSE,Deck
"EVANS, Mr Alfred Frank",Crew,Southampton,Lookout,0,25,Male,TRUE,Deck
"EVANS, Mr Frank Oliver",Crew,Southampton,Able Seaman,0,27,Male,TRUE,Deck
"FLEET, Mr Frederick",Crew,Belfast,Lookout,0,24,Male,TRUE,Deck
"FOLEY, Mr John",Crew,Belfast,Deck storekeeper,0,46,Male,TRUE,Deck
"FORWARD, Mr James",Crew,Southampton,Able Seaman,0,27,Male,TRUE,Deck
"HAINES, Mr Albert",Crew,Belfast,Boatswain Mate,0,31,Male,TRUE,Deck
"HARDER, Mr William",Crew,Southampton,Window Cleaner,0,39,Male,TRUE,Deck
"HEMMING, Mr Samuel Ernest",Crew,Belfast,Lamp Trimmer,0,43,Male,TRUE,Deck
"HICHENS, Mr Robert",Crew,Southampton,Quartermaster,0,29,Male,TRUE,Deck
"HOGG, Mr George Alfred",Crew,Belfast,Lookout,0,29,Male,TRUE,Deck
"HOLMAN, Mr Harry",Crew,Belfast,Able Seaman,0,28,Male,FALSE,Deck
"HOPKINS, Mr Robert John",Crew,Southampton,Able Seaman,0,40,Male,TRUE,Deck
"HORSWILL, Mr Albert Edward James",Crew,Southampton,Able Seaman,0,33,Male,TRUE,Deck
"HUMPHREYS, Mr Sidney James",Crew,Southampton,Quartermaster,0,48,Male,TRUE,Deck
"HUTCHINSON, Mr John Hall",Crew,Belfast,Carpenter / Joiner,0,26,Male,FALSE,Deck
"JEWELL, Mr Archie",Crew,Belfast,Lookout,0,23,Male,TRUE,Deck
"JONES, Mr Thomas William",Crew,Southampton,Able Seaman,0,32,Male,TRUE,Deck
"KING, Mr Thomas Walter",Crew,Southampton,Master-at-arms,0,42,Male,FALSE,Deck
"LEE, Mr Reginald Robinson",Crew,Southampton,Lookout,0,41,Male,TRUE,Deck
"LIGHTOLLER, Mr Charles Herbert",Crew,Belfast,2nd. Officer,0,38,Male,TRUE,Officer
"LOWE, Mr Harold Godfrey",Crew,Belfast,5th. Officer,0,29,Male,TRUE,Officer
"LUCAS, Mr William Arthur",Crew,Southampton,Able Seaman,0,25,Male,TRUE,Deck
"LYONS, Mr William Henry",Crew,Southampton,Able Seaman,0,25,Male,FALSE,Deck
