Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Latitude,Longtitude,RegionName
Ferntree Gully,Townhouse,664000,Sold,Ray,8/07/2017,3,2,1,219,2010,Knox City Council,-37.8798,145.2775,EASTERN METROPOLITAN
Ferntree Gully,House,748888,Sold,Ray,15/07/2017,4,2,4,1014,1960,Knox City Council,-37.88189,145.29148,EASTERN METROPOLITAN
Ferntree Gully,House,850000,Sold,Noel,15/07/2017,4,2,1,738,1985,Knox City Council,-37.89863,145.26708,EASTERN METROPOLITAN
Ferntree Gully,House,740000,Sold Prior,Stockdale,22/07/2017,3,1,2,968,1955,Knox City Council,-37.88523,145.28553,EASTERN METROPOLITAN
Ferntree Gully,House,861000,Sold,Ray,29/07/2017,3,2,1,720,1960,Knox City Council,-37.87768,145.25918,EASTERN METROPOLITAN
Ferntree Gully,House,890000,Sold,Ray,29/07/2017,4,2,2,659,1992,Knox City Council,-37.89508,145.27879,EASTERN METROPOLITAN
Ferntree Gully,House,875000,Sold,Noel,19/08/2017,4,3,4,793,1980,Knox City Council,-37.88793,145.27561,EASTERN METROPOLITAN
Ferntree Gully,House,760000,Sold,Barry Plant,3/09/2017,3,1,2,944,1981,Knox City Council,-37.87558,145.27197,EASTERN METROPOLITAN
Ferntree Gully,House,820000,Sold,Ray,9/09/2017,4,2,2,728,1970,Knox City Council,-37.88393,145.26225,EASTERN METROPOLITAN
Ferntree Gully,House,791100,Sold,Ray,23/09/2017,3,2,2,640,1980,Knox City Council,-37.89335,145.27924,EASTERN METROPOLITAN
Ferntree Gully,House,775000,Sold,Noel,23/09/2017,2,1,1,733,1950,Knox City Council,-37.87101,145.26642,EASTERN METROPOLITAN
Ferntree Gully,House,735000,Sold,hockingstuart,7/10/2017,3,2,3,750,1960,Knox City Council,-37.87093,145.29266,EASTERN METROPOLITAN
Ferntree Gully,House,840000,Sold Prior,Stockdale,11/11/2017,4,3,2,737,1950,Knox City Council,-37.8909,145.2891,EASTERN METROPOLITAN
Ferntree Gully,House,725000,Sold,Stockdale,18/11/2017,3,2,3,1059,1956,Knox City Council,-37.8854,145.3014,EASTERN METROPOLITAN
Ferntree Gully,House,668000,Sold,RW,17/02/2018,3,1,4,932,1986,Knox City Council,-37.8819,145.29202,EASTERN METROPOLITAN
Ferntree Gully,Townhouse,636000,Sold,Stockdale,24/02/2018,3,1,2,212,2002,Knox City Council,-37.87374,145.27058,EASTERN METROPOLITAN
Ferntree Gully,House,851000,Sold,Ray,17/03/2018,4,2,2,722,1970,Knox City Council,-37.87574,145.26685,EASTERN METROPOLITAN
Fitzroy,House,1620000,Sold,Nelson,22/05/2016,3,2,1,132,1880,Yarra City Council,-37.8004,144.9768,NORTHERN METROPOLITAN
Fitzroy,Unit,850000,Passed In,Nelson,22/05/2016,3,2,1,2782,2000,Yarra City Council,-37.8005,144.9787,NORTHERN METROPOLITAN
Fitzroy,House,1950000,Sold,Nelson,18/06/2016,4,1,0,177,1890,Yarra City Council,-37.7999,144.9759,NORTHERN METROPOLITAN
Fitzroy,House,1481000,Sold,Jellis,13/08/2016,3,2,1,138,1900,Yarra City Council,-37.795,144.9806,NORTHERN METROPOLITAN
Fitzroy,House,1122000,Sold,Nelson,22/08/2016,2,1,0,106,1890,Yarra City Council,-37.7968,144.9781,NORTHERN METROPOLITAN
Fitzroy,House,1250000,Passed In,Nelson,17/09/2016,3,1,1,113,1890,Yarra City Council,-37.7966,144.9821,NORTHERN METROPOLITAN
Fitzroy,House,1300000,Sold,Nelson,24/09/2016,2,1,1,157,1900,Yarra City Council,-37.7941,144.98,NORTHERN METROPOLITAN
Fitzroy,House,1780000,Sold,Peter,7/11/2016,4,1,1,186,1902,Yarra City Council,-37.8048,144.9806,NORTHERN METROPOLITAN
Fitzroy,House,947500,Sold,Nelson,7/11/2016,1,1,0,87,1980,Yarra City Council,-37.8019,144.9821,NORTHERN METROPOLITAN
Fitzroy,House,4011000,Sold,Nelson,27/11/2016,4,3,2,286,1890,Yarra City Council,-37.7999,144.9755,NORTHERN METROPOLITAN
Fitzroy,Townhouse,1100000,Passed In,Nelson,8/04/2017,2,2,1,81,1990,Yarra City Council,-37.7976,144.9778,NORTHERN METROPOLITAN
Fitzroy,Townhouse,1350000,Sold,Nelson,8/04/2017,2,1,2,6261,1999,Yarra City Council,-37.799,144.975,NORTHERN METROPOLITAN
Fitzroy,House,1200000,Sold Prior,Brad,29/04/2017,2,1,0,63,1900,Yarra City Council,-37.8018,144.9825,NORTHERN METROPOLITAN
Fitzroy,House,1350000,Passed In,Jellis,13/05/2017,2,1,0,131,1900,Yarra City Council,-37.7999,144.9776,NORTHERN METROPOLITAN
Fitzroy,Townhouse,1050000,Sold,Nelson,20/05/2017,2,1,1,87,2000,Yarra City Council,-37.7959,144.9802,NORTHERN METROPOLITAN
Fitzroy,House,1326000,Sold,Nelson,20/05/2017,3,2,2,718,2006,Yarra City Council,-37.8065,144.9781,NORTHERN METROPOLITAN
Fitzroy,House,1394000,Sold,Jellis,17/06/2017,3,2,1,60,1950,Yarra City Council,-37.79714,144.97596,NORTHERN METROPOLITAN
Fitzroy,Unit,700000,Passed In,Nelson,24/06/2017,2,1,1,470,2007,Yarra City Council,-37.79723,144.97686,NORTHERN METROPOLITAN
Fitzroy,Unit,790000,Sold,Nelson,8/07/2017,2,1,2,6367,1930,Yarra City Council,-37.7967,144.98363,NORTHERN METROPOLITAN
Fitzroy,Unit,830000,Sold,Jellis,8/07/2017,2,2,1,4421,2011,Yarra City Council,-37.79721,144.98073,NORTHERN METROPOLITAN
Fitzroy,Unit,545000,Sold,Jellis,12/08/2017,1,1,1,1730,2011,Yarra City Council,-37.79636,144.98394,NORTHERN METROPOLITAN
Fitzroy,House,3200000,Passed In,Nelson,12/08/2017,4,4,0,225,1862,Yarra City Council,-37.80209,144.97443,NORTHERN METROPOLITAN
Fitzroy,Townhouse,580000,Passed In,Nelson,19/08/2017,1,1,1,782,1998,Yarra City Council,-37.79617,144.97982,NORTHERN METROPOLITAN
Fitzroy,House,2300000,Sold,Jellis,3/09/2017,3,2,1,203,1890,Yarra City Council,-37.80475,144.98228,NORTHERN METROPOLITAN
Fitzroy,House,1300000,Sold,Woodards,23/09/2017,2,1,1,125,2000,Yarra City Council,-37.79395,144.97698,NORTHERN METROPOLITAN
Fitzroy,House,1625000,Sold,Jellis,21/10/2017,4,1,1,150,1890,Yarra City Council,-37.79651,144.97807,NORTHERN METROPOLITAN
Fitzroy,House,1575000,Sold,Nelson,28/10/2017,2,2,1,4580,1900,Yarra City Council,-37.79796,144.98371,NORTHERN METROPOLITAN
Fitzroy,House,2790000,Sold,Nelson,11/11/2017,5,2,2,304,1881,Yarra City Council,-37.8065,144.9768,NORTHERN METROPOLITAN
Fitzroy,House,1305000,Sold Prior,Nelson,18/11/2017,3,2,0,506,1880,Yarra City Council,-37.8029,144.9772,NORTHERN METROPOLITAN
Fitzroy North,House,1275000,Sold Prior,Nelson,16/04/2016,3,2,1,104,1890,Moreland City Council,-37.7813,144.9834,NORTHERN METROPOLITAN
Fitzroy North,House,937500,Sold,Jellis,23/04/2016,2,1,0,100,1890,Moreland City Council,-37.788,144.9791,NORTHERN METROPOLITAN
Fitzroy North,House,1950000,Sold,Nelson,14/05/2016,4,2,2,233,1890,Moreland City Council,-37.7786,144.9818,NORTHERN METROPOLITAN
Fitzroy North,House,3400000,Sold,Nelson,14/05/2016,3,2,1,445,1890,Moreland City Council,-37.786,144.9864,NORTHERN METROPOLITAN
Fitzroy North,House,1785000,Sold,Nelson,14/05/2016,4,2,1,188,1900,Moreland City Council,-37.7815,144.9869,NORTHERN METROPOLITAN
Fitzroy North,House,1581000,Sold,Jellis,28/05/2016,3,1,0,193,1910,Moreland City Council,-37.7836,144.985,NORTHERN METROPOLITAN
Fitzroy North,House,1300000,Passed In,Nelson,26/07/2016,3,1,1,203,1890,Moreland City Council,-37.7834,144.9862,NORTHERN METROPOLITAN
Fitzroy North,House,1008000,Sold,LITTLE,6/08/2016,2,1,1,150,1890,Moreland City Council,-37.7833,144.9819,NORTHERN METROPOLITAN
Fitzroy North,House,1450000,Sold,Nelson,28/08/2016,3,2,1,118,1905,Moreland City Council,-37.7839,144.9807,NORTHERN METROPOLITAN
Fitzroy North,Unit,700000,Sold Prior,Woodards,3/09/2016,2,2,1,4332,2010,Moreland City Council,-37.7846,144.9785,NORTHERN METROPOLITAN
Fitzroy North,House,860000,Sold,Woodards,3/09/2016,2,1,0,104,1880,Moreland City Council,-37.7927,144.9796,NORTHERN METROPOLITAN
Fitzroy North,House,870000,Sold,Nelson,3/09/2016,2,1,0,107,1910,Moreland City Council,-37.7898,144.9794,NORTHERN METROPOLITAN
Fitzroy North,House,1450000,Passed In,Nelson,3/09/2016,4,2,1,266,1950,Moreland City Council,-37.7797,144.9861,NORTHERN METROPOLITAN
Fitzroy North,House,1371000,Sold,Nelson,10/09/2016,2,1,1,197,1900,Moreland City Council,-37.7835,144.9816,NORTHERN METROPOLITAN
Fitzroy North,House,1710000,Sold,Collins,24/09/2016,3,2,0,357,1880,Moreland City Council,-37.7778,144.9824,NORTHERN METROPOLITAN
Fitzroy North,Townhouse,1015000,Sold,Collins,8/10/2016,3,2,1,112,2000,Moreland City Council,-37.7912,144.9825,NORTHERN METROPOLITAN
Fitzroy North,House,1210000,Sold,Nelson,15/10/2016,2,1,1,223,1885,Moreland City Council,-37.7829,144.9782,NORTHERN METROPOLITAN
Fitzroy North,Townhouse,1080000,Sold,Jellis,19/11/2016,3,2,1,77,2016,Moreland City Council,-37.7923,144.9776,NORTHERN METROPOLITAN
Fitzroy North,Unit,490000,Passed In,Nelson,27/11/2016,2,1,1,4296,2012,Moreland City Council,-37.7846,144.9785,NORTHERN METROPOLITAN
Fitzroy North,House,1300000,Sold,Collins,27/11/2016,3,2,0,127,1890,Moreland City Council,-37.7851,144.9809,NORTHERN METROPOLITAN
Fitzroy North,House,2150000,Sold,Nelson,27/11/2016,3,2,0,202,1898,Moreland City Council,-37.7835,144.9867,NORTHERN METROPOLITAN
Fitzroy North,Unit,720000,Sold,Woodards,10/12/2016,2,2,1,4296,2011,Moreland City Council,-37.7846,144.9785,NORTHERN METROPOLITAN
Fitzroy North,House,1655000,Sold,Nelson,10/12/2016,3,1,0,176,1900,Moreland City Council,-37.7892,144.9773,NORTHERN METROPOLITAN
Fitzroy North,Townhouse,1600000,Passed In,Jellis,10/12/2016,3,3,1,188,2000,Moreland City Council,-37.7829,144.9788,NORTHERN METROPOLITAN
Fitzroy North,Unit,700000,Sold Prior,Collins,4/03/2017,2,2,2,4296,2011,Moreland City Council,-37.7846,144.9785,NORTHERN METROPOLITAN
Fitzroy North,Townhouse,1700000,Passed In,Jellis,18/03/2017,4,3,2,127,2008,Moreland City Council,-37.7855,144.9789,NORTHERN METROPOLITAN
Fitzroy North,House,1802500,Sold,Nelson,8/04/2017,2,2,1,182,1880,Moreland City Council,-37.7843,144.9902,NORTHERN METROPOLITAN
Fitzroy North,House,1270000,Sold,Nelson,17/06/2017,2,1,0,183,1890,Moreland City Council,-37.78353,144.97991,NORTHERN METROPOLITAN
Fitzroy North,House,1350000,Passed In,Nelson,1/07/2017,2,1,1,184,1900,Moreland City Council,-37.78493,144.98879,NORTHERN METROPOLITAN
Fitzroy North,House,1852000,Sold,Jellis,1/07/2017,3,2,1,138,1900,Moreland City Council,-37.78714,144.97966,NORTHERN METROPOLITAN
Fitzroy North,House,1705000,Sold,Nelson,12/08/2017,3,1,1,139,1900,Moreland City Council,-37.79068,144.97824,NORTHERN METROPOLITAN
Fitzroy North,House,1385000,Sold Prior,Jellis,26/08/2017,2,1,0,176,1890,Moreland City Council,-37.78852,144.97872,NORTHERN METROPOLITAN
Fitzroy North,House,1400000,Sold,Nelson,26/08/2017,2,1,1,164,1890,Moreland City Council,-37.77796,144.98374,NORTHERN METROPOLITAN
Fitzroy North,House,1870000,Sold,Jellis,26/08/2017,4,3,1,248,1890,Moreland City Council,-37.7833,144.98521,NORTHERN METROPOLITAN
Fitzroy North,House,920000,Sold,Collins,7/10/2017,1,1,0,133,1880,Moreland City Council,-37.78673,144.97899,NORTHERN METROPOLITAN
Fitzroy North,House,1677000,Sold,Nelson,21/10/2017,2,1,2,362,1930,Moreland City Council,-37.77705,144.9846,NORTHERN METROPOLITAN
Fitzroy North,House,1450000,Sold,Jellis,18/11/2017,2,1,0,186,1890,Moreland City Council,-37.7868,144.99,NORTHERN METROPOLITAN
Fitzroy North,House,2540000,Sold,Nelson,9/12/2017,3,3,1,244,1910,Moreland City Council,-37.77849,144.9838,NORTHERN METROPOLITAN
Fitzroy North,House,1650000,Passed In,Nelson,9/12/2017,4,2,1,185,1900,Moreland City Council,-37.79013,144.97963,NORTHERN METROPOLITAN
Fitzroy North,House,1780000,Sold,Jellis,3/03/2018,4,2,1,150,1890,Moreland City Council,-37.78109,144.97939,NORTHERN METROPOLITAN
Fitzroy North,House,1850000,Sold,Nelson,3/03/2018,4,2,3,406,1910,Moreland City Council,-37.78624,144.99343,NORTHERN METROPOLITAN
Fitzroy North,House,1700000,Sold,Nelson,17/03/2018,3,1,0,266,1910,Moreland City Council,-37.77931,144.98197,NORTHERN METROPOLITAN
Fitzroy North,House,1875000,Sold,hockingstuart,17/03/2018,3,2,2,560,1980,Moreland City Council,-37.77501,144.98491,NORTHERN METROPOLITAN
Flemington,House,991000,Sold,Rendina,23/04/2016,3,1,4,402,1915,Melbourne City Council,-37.7867,144.9249,NORTHERN METROPOLITAN
Flemington,House,1100000,Passed In,Nelson,18/06/2016,3,2,0,179,1900,Melbourne City Council,-37.7857,144.9305,NORTHERN METROPOLITAN
Flemington,House,918000,Sold,Nelson,10/09/2016,2,1,0,136,1900,Melbourne City Council,-37.7839,144.9343,NORTHERN METROPOLITAN
Flemington,House,730000,Sold Prior,Nelson,10/09/2016,2,1,1,140,1890,Melbourne City Council,-37.7867,144.9342,NORTHERN METROPOLITAN
Flemington,House,850000,Passed In,Jellis,24/09/2016,4,2,0,162,1905,Melbourne City Council,-37.7866,144.9343,NORTHERN METROPOLITAN
Flemington,House,1130000,Sold,Nelson,8/10/2016,3,1,0,294,1900,Melbourne City Council,-37.7856,144.9292,NORTHERN METROPOLITAN
Flemington,House,1110000,Passed In,Nelson,8/10/2016,3,1,1,272,1885,Melbourne City Council,-37.7857,144.931,NORTHERN METROPOLITAN
Flemington,House,1115000,Sold,Nelson,27/11/2016,3,1,1,244,1940,Melbourne City Council,-37.7823,144.9278,NORTHERN METROPOLITAN
Flemington,House,855000,Sold Prior,Nelson,10/12/2016,2,1,0,225,1930,Melbourne City Council,-37.7849,144.9197,NORTHERN METROPOLITAN
Flemington,Unit,395000,Sold Prior,Nelson,25/02/2017,1,1,1,818,1880,Melbourne City Council,-37.788,144.9306,NORTHERN METROPOLITAN
Flemington,House,953000,Sold,Biggin,8/04/2017,2,1,0,274,1930,Melbourne City Council,-37.7813,144.9238,NORTHERN METROPOLITAN
Flemington,House,940000,Sold,hockingstuart,8/04/2017,3,1,1,320,1940,Melbourne City Council,-37.7844,144.9359,NORTHERN METROPOLITAN
Flemington,Unit,390000,Passed In,Nelson,22/04/2017,2,1,1,472,1960,Melbourne City Council,-37.7851,144.922,NORTHERN METROPOLITAN
Flemington,House,1085000,Sold Prior,Nelson,22/04/2017,3,1,1,180,1991,Melbourne City Council,-37.7839,144.9273,NORTHERN METROPOLITAN
Flemington,House,1060000,Sold,Nelson,29/04/2017,2,1,0,209,1890,Melbourne City Council,-37.7846,144.9347,NORTHERN METROPOLITAN
Flemington,House,917000,Sold,Jellis,29/04/2017,3,1,0,143,1890,Melbourne City Council,-37.7868,144.9336,NORTHERN METROPOLITAN
Flemington,House,1250000,Sold,McDonald,6/05/2017,3,2,2,226,2002,Melbourne City Council,-37.7824,144.9243,NORTHERN METROPOLITAN
Flemington,House,1550000,Passed In,Nelson,13/05/2017,5,1,1,432,1915,Melbourne City Council,-37.7859,144.9323,NORTHERN METROPOLITAN
Flemington,House,990000,Sold,Nelson,27/05/2017,2,1,1,180,1900,Melbourne City Council,-37.7839,144.92727,NORTHERN METROPOLITAN
Flemington,House,2268000,Sold,Nelson,3/06/2017,4,2,2,616,1888,Melbourne City Council,-37.78474,144.9322,NORTHERN METROPOLITAN
Flemington,House,1340000,Sold Prior,Nelson,24/06/2017,4,2,1,302,1928,Melbourne City Council,-37.7845,144.93582,NORTHERN METROPOLITAN
Flemington,House,1220000,Sold Prior,Nelson,12/08/2017,3,1,1,293,1900,Melbourne City Council,-37.78446,144.92797,NORTHERN METROPOLITAN
Flemington,Townhouse,1017500,Sold,Jellis,19/08/2017,3,2,2,459,2003,Melbourne City Council,-37.78273,144.92358,NORTHERN METROPOLITAN
Flemington,House,820000,Passed In,Jellis,9/09/2017,3,1,0,185,1900,Melbourne City Council,-37.78449,144.93482,NORTHERN METROPOLITAN
Flemington,House,1225000,Sold,Jellis,9/09/2017,2,1,1,150,1890,Melbourne City Council,-37.78363,144.92997,NORTHERN METROPOLITAN
Flemington,Unit,452500,Sold,Nelson,23/09/2017,2,1,1,807,1970,Melbourne City Council,-37.783,144.93204,NORTHERN METROPOLITAN
Flemington,House,1161000,Sold,Nelson,28/10/2017,3,1,1,223,1910,Melbourne City Council,-37.78643,144.92482,NORTHERN METROPOLITAN
Flemington,House,1175000,Sold,Nelson,18/11/2017,2,1,1,234,1890,Melbourne City Council,-37.7851,144.9338,NORTHERN METROPOLITAN
Flemington,House,1300000,Passed In,Nelson,9/12/2017,3,1,0,226,1910,Melbourne City Council,-37.78452,144.92885,NORTHERN METROPOLITAN
Flemington,House,1120000,Sold,Nelson,17/03/2018,3,1,0,209,1890,Melbourne City Council,-37.78346,144.9283,NORTHERN METROPOLITAN
Footscray,Unit,615000,Sold,Sweeney,16/04/2016,2,1,3,207,1960,Maribyrnong City Council,-37.7975,144.8855,WESTERN METROPOLITAN
Footscray,Unit,291000,Passed In,Sweeney,7/05/2016,1,1,1,665,1970,Maribyrnong City Council,-37.7978,144.8918,WESTERN METROPOLITAN
Footscray,House,752000,Sold Prior,Jas,7/05/2016,2,1,0,215,1910,Maribyrnong City Council,-37.7922,144.891,WESTERN METROPOLITAN
Footscray,House,780000,Sold,Jas,14/05/2016,3,1,2,323,1900,Maribyrnong City Council,-37.7935,144.8893,WESTERN METROPOLITAN
Footscray,House,858000,Sold Prior,Jas,22/05/2016,2,1,1,313,1915,Maribyrnong City Council,-37.7966,144.9016,WESTERN METROPOLITAN
Footscray,House,767500,Sold,Sweeney,28/05/2016,3,2,0,458,1930,Maribyrnong City Council,-37.7942,144.8832,WESTERN METROPOLITAN
Footscray,House,815000,Passed In,Biggin,28/05/2016,4,2,1,369,1910,Maribyrnong City Council,-37.7914,144.8957,WESTERN METROPOLITAN
Footscray,House,760000,Sold,Biggin,12/06/2016,3,1,1,265,1910,Maribyrnong City Council,-37.7975,144.8894,WESTERN METROPOLITAN
Footscray,House,711000,Sold Prior,Jas,18/06/2016,2,1,2,253,1910,Maribyrnong City Council,-37.7968,144.8887,WESTERN METROPOLITAN
Footscray,House,800000,Sold,Village,27/06/2016,2,1,2,260,1940,Maribyrnong City Council,-37.7969,144.9042,WESTERN METROPOLITAN
Footscray,Townhouse,735000,Sold,Jas,27/06/2016,3,2,2,112,2010,Maribyrnong City Council,-37.8001,144.8797,WESTERN METROPOLITAN
Footscray,House,747000,Sold,Jas,16/07/2016,3,1,1,246,1940,Maribyrnong City Council,-37.8012,144.8924,WESTERN METROPOLITAN
Footscray,House,775000,Sold Prior,Sweeney,16/07/2016,3,1,1,242,1920,Maribyrnong City Council,-37.7956,144.8848,WESTERN METROPOLITAN
Footscray,House,745000,Sold,Village,30/07/2016,2,1,1,355,1890,Maribyrnong City Council,-37.7931,144.8938,WESTERN METROPOLITAN
Footscray,House,716000,Sold,Ray,30/07/2016,2,1,2,274,2000,Maribyrnong City Council,-37.7939,144.8846,WESTERN METROPOLITAN
Footscray,Townhouse,480000,Passed In,Jas,6/08/2016,2,1,1,556,2010,Maribyrnong City Council,-37.7919,144.8854,WESTERN METROPOLITAN
Footscray,House,910000,Sold,Village,6/08/2016,3,1,1,361,1940,Maribyrnong City Council,-37.7913,144.8879,WESTERN METROPOLITAN
Footscray,House,932000,Sold,Jas,13/08/2016,2,1,1,451,1910,Maribyrnong City Council,-37.8023,144.8915,WESTERN METROPOLITAN
Footscray,House,835000,Sold Prior,Jas,22/08/2016,2,1,1,222,1920,Maribyrnong City Council,-37.7962,144.8844,WESTERN METROPOLITAN
Footscray,House,661000,Sold,Sweeney,22/08/2016,2,1,1,132,1970,Maribyrnong City Council,-37.7946,144.8903,WESTERN METROPOLITAN
Footscray,House,757500,Sold,Sweeney,22/08/2016,2,1,0,258,1900,Maribyrnong City Council,-37.7959,144.8901,WESTERN METROPOLITAN
Footscray,Townhouse,757000,Sold,Jas,28/08/2016,3,2,2,102,2011,Maribyrnong City Council,-37.7987,144.8807,WESTERN METROPOLITAN
Footscray,House,1450000,Sold Prior,Village,28/08/2016,4,1,1,799,1910,Maribyrnong City Council,-37.7958,144.9001,WESTERN METROPOLITAN
Footscray,Unit,282000,Passed In,Sweeney,24/09/2016,1,1,1,1783,1975,Maribyrnong City Council,-37.7949,144.9007,WESTERN METROPOLITAN
Footscray,Townhouse,699000,Sold,Jas,24/09/2016,3,1,1,125,2000,Maribyrnong City Council,-37.7922,144.8831,WESTERN METROPOLITAN
Footscray,House,775000,Sold,Sweeney,8/10/2016,2,1,2,277,1890,Maribyrnong City Council,-37.7901,144.8883,WESTERN METROPOLITAN
Footscray,Townhouse,410000,Sold Prior,Rendina,15/10/2016,2,2,1,65,2014,Maribyrnong City Council,-37.7881,144.8838,WESTERN METROPOLITAN
Footscray,House,1170000,Sold,Sweeney,15/10/2016,2,1,1,184,1900,Maribyrnong City Council,-37.7988,144.902,WESTERN METROPOLITAN
Footscray,House,690500,Sold Prior,Rendina,19/11/2016,2,1,1,212,1900,Maribyrnong City Council,-37.7903,144.8879,WESTERN METROPOLITAN
Footscray,House,747000,Sold,Sweeney,19/11/2016,2,1,1,320,1900,Maribyrnong City Council,-37.7964,144.8871,WESTERN METROPOLITAN
Footscray,House,1225000,Sold Prior,Nelson,27/11/2016,4,2,1,319,1915,Maribyrnong City Council,-37.7943,144.8875,WESTERN METROPOLITAN
Footscray,House,1225000,Sold Prior,Nelson,3/12/2016,4,2,1,319,1915,Maribyrnong City Council,-37.7943,144.8875,WESTERN METROPOLITAN
Footscray,House,840000,Sold,Sweeney,3/12/2016,3,1,0,164,1900,Maribyrnong City Council,-37.7959,144.8863,WESTERN METROPOLITAN
Footscray,House,1362000,Sold,Village,3/12/2016,3,2,0,497,1890,Maribyrnong City Council,-37.7958,144.9024,WESTERN METROPOLITAN
Footscray,House,977000,Sold,Village,3/12/2016,4,2,1,154,2007,Maribyrnong City Council,-37.7983,144.8911,WESTERN METROPOLITAN
Footscray,House,900000,Sold Prior,Village,10/12/2016,2,1,0,210,1900,Maribyrnong City Council,-37.7969,144.883,WESTERN METROPOLITAN
Footscray,Townhouse,714000,Sold,Jas,10/12/2016,3,2,2,164,2008,Maribyrnong City Council,-37.7948,144.8868,WESTERN METROPOLITAN
Footscray,House,850000,Sold Prior,Village,25/02/2017,3,1,0,190,1930,Maribyrnong City Council,-37.795,144.883,WESTERN METROPOLITAN
Footscray,Unit,315000,Passed In,C21,25/02/2017,2,1,1,882,1970,Maribyrnong City Council,-37.7899,144.893,WESTERN METROPOLITAN
Footscray,House,740000,Sold Prior,Jas,25/02/2017,3,1,1,211,1910,Maribyrnong City Council,-37.8059,144.901,WESTERN METROPOLITAN
Footscray,House,876000,Sold,Jas,4/03/2017,3,2,2,204,1990,Maribyrnong City Council,-37.8012,144.8921,WESTERN METROPOLITAN
Footscray,Townhouse,841000,Sold,Jellis,4/03/2017,4,2,2,250,2000,Maribyrnong City Council,-37.7959,144.8989,WESTERN METROPOLITAN
Footscray,Unit,605000,Sold Prior,Jas,4/03/2017,2,1,3,2794,2000,Maribyrnong City Council,-37.8044,144.9064,WESTERN METROPOLITAN
Footscray,House,885000,Sold,Jas,8/04/2017,2,1,0,267,1890,Maribyrnong City Council,-37.7961,144.89,WESTERN METROPOLITAN
Footscray,Townhouse,760000,Passed In,Jas,8/04/2017,3,1,1,219,2011,Maribyrnong City Council,-37.796,144.8819,WESTERN METROPOLITAN
Footscray,House,1270000,Sold,Jas,8/04/2017,3,1,1,452,1913,Maribyrnong City Council,-37.7939,144.8936,WESTERN METROPOLITAN
Footscray,House,882000,Sold Prior,Village,29/04/2017,2,1,0,172,1900,Maribyrnong City Council,-37.7936,144.8905,WESTERN METROPOLITAN
Footscray,Unit,392500,Passed In,Sweeney,6/05/2017,2,1,1,1783,1960,Maribyrnong City Council,-37.7949,144.9007,WESTERN METROPOLITAN
Footscray,House,871000,Sold,Greg,13/05/2017,3,1,1,267,1900,Maribyrnong City Council,-37.7951,144.8901,WESTERN METROPOLITAN
Footscray,Townhouse,455000,Sold,Biggin,27/05/2017,2,1,1,43,2010,Maribyrnong City Council,-37.78822,144.88361,WESTERN METROPOLITAN
Footscray,House,991000,Sold,Village,15/07/2017,2,1,1,318,1910,Maribyrnong City Council,-37.79529,144.88453,WESTERN METROPOLITAN
Footscray,Unit,430000,Passed In,McGrath,22/07/2017,2,1,1,1909,2007,Maribyrnong City Council,-37.79919,144.89607,WESTERN METROPOLITAN
Footscray,House,900000,Passed In,Sweeney,22/07/2017,3,1,3,312,1880,Maribyrnong City Council,-37.79334,144.89128,WESTERN METROPOLITAN
Footscray,House,1000000,Sold After Auction,Nelson,22/07/2017,4,2,1,180,1994,Maribyrnong City Council,-37.79686,144.908,WESTERN METROPOLITAN
Footscray,House,891000,Sold,Sweeney,22/07/2017,4,1,3,446,1920,Maribyrnong City Council,-37.79221,144.89076,WESTERN METROPOLITAN
Footscray,Townhouse,575000,Sold After Auction,Nelson,12/08/2017,2,2,1,88,2000,Maribyrnong City Council,-37.78872,144.88891,WESTERN METROPOLITAN
Footscray,House,942000,Sold Prior,Jas,19/08/2017,2,1,1,241,1915,Maribyrnong City Council,-37.79583,144.89406,WESTERN METROPOLITAN
Footscray,House,755000,Passed In,hockingstuart,26/08/2017,3,1,2,334,1920,Maribyrnong City Council,-37.7977,144.90398,WESTERN METROPOLITAN
Footscray,House,810000,Sold Prior,Jas,3/09/2017,3,2,2,121,2014,Maribyrnong City Council,-37.79949,144.88487,WESTERN METROPOLITAN
Footscray,House,800000,Passed In,hockingstuart,9/09/2017,2,1,2,353,1930,Maribyrnong City Council,-37.79047,144.88289,WESTERN METROPOLITAN
Footscray,House,860000,Sold,Jellis,14/10/2017,3,2,2,162,2015,Maribyrnong City Council,-37.8007,144.88207,WESTERN METROPOLITAN
Footscray,House,1450000,Sold,Greg,14/10/2017,4,2,1,593,1910,Maribyrnong City Council,-37.79363,144.89427,WESTERN METROPOLITAN
Footscray,House,868000,Sold,Douglas,14/10/2017,2,1,2,231,1940,Maribyrnong City Council,-37.79612,144.88783,WESTERN METROPOLITAN
Footscray,House,1420000,Sold,Jellis,18/11/2017,4,1,4,594,1900,Maribyrnong City Council,-37.7971,144.9008,WESTERN METROPOLITAN
Footscray,House,945000,Sold,Jas,24/02/2018,3,1,0,219,1900,Maribyrnong City Council,-37.79732,144.8848,WESTERN METROPOLITAN
Footscray,House,931000,Sold Prior,Jas,24/02/2018,3,1,0,240,1930,Maribyrnong City Council,-37.79392,144.88418,WESTERN METROPOLITAN
Footscray,House,850000,Sold Prior,Jas,17/03/2018,4,1,2,388,1920,Maribyrnong City Council,-37.79419,144.89618,WESTERN METROPOLITAN
